id,split,color,label,dim,car,motorbicycle,bicycle,person,rider,truck,bus,tricycle,others,rover,sky,car_groups,motorbicycle_group,bicycle_group,person_group,rider_group,truck_group,bus_group,tricycle_group,road,siderwalk,traffic_cone,road_pile,fence,traffic_light,pole,traffic_sign,wall,dustbin,billboard,building,bridge,tunnel,overpass,vegatation,unlabeled
170908_061503103_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061503103_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503103_Camera_5_instanceIds.png,"(2710, 3384)",0.006857100485898476,0.0,0.0,0.0,0.0,0.0,3.238596215749392e-05,3.609344604084339e-05,0.9930362548306334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.816527526977397e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503103_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061503103_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503103_Camera_6_instanceIds.png,"(2710, 3384)",5.790217476642852e-05,0.0,0.0,0.0,0.0,0.0,2.7260910906981412e-05,3.4457791386424504e-05,0.9998803791229401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503242_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061503242_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503242_Camera_5_instanceIds.png,"(2710, 3384)",0.0037577530030619456,0.0,0.0,0.0,0.0,0.0,2.5407168965306674e-05,2.1154466863817575e-05,0.9961495598998543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6125461254612545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503242_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061503242_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503242_Camera_6_instanceIds.png,"(2710, 3384)",7.087836835815166e-05,0.0,0.0,0.0,0.0,0.0,2.7260910906981412e-05,3.0314132928563327e-05,0.9998715465878063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503381_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061503381_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503381_Camera_5_instanceIds.png,"(2710, 3384)",9.050622421117829e-05,0.0,0.0,0.0,0.0,0.0,2.9550827423167847e-05,2.7478998194237262e-05,0.9998078650999276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4598850243821586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503381_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061503381_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503381_Camera_6_instanceIds.png,"(2710, 3384)",6.150061500615006e-05,0.0,0.0,0.0,0.0,0.0,2.4970994390794973e-05,2.5407168965306674e-05,0.9998881212216377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503520_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061503520_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503520_Camera_5_instanceIds.png,"(2710, 3384)",0.001988956059773364,0.0,0.0,0.0,0.0,0.0,2.5952387183446303e-05,2.7042823619725558e-05,0.9979580487294235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503520_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061503520_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503520_Camera_6_instanceIds.png,"(2710, 3384)",5.746600019191681e-05,0.0,0.0,0.0,0.0,0.0,2.453481981628327e-05,2.8133260056004817e-05,0.9998898659199358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503659_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061503659_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503659_Camera_5_instanceIds.png,"(2710, 3384)",0.00024229497614125078,0.0,0.0,0.0,0.0,0.0,2.5080038034422898e-05,3.554822782270376e-05,0.9996970767580016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503659_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061503659_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503659_Camera_6_instanceIds.png,"(2710, 3384)",5.550321460661415e-05,0.0,0.0,0.0,0.0,0.0,2.5843343539818378e-05,3.413066045554073e-05,0.999884522781398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503798_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061503798_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503798_Camera_5_instanceIds.png,"(2710, 3384)",0.0006990787992986313,0.0,0.0,0.0,0.0,0.0,2.398960159814364e-05,2.5189081678050823e-05,0.9992517425174252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503798_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061503798_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503798_Camera_6_instanceIds.png,"(2710, 3384)",5.593938918112585e-05,0.0,0.0,0.0,0.0,0.0,2.5080038034422898e-05,2.5625256252562524e-05,0.9998933553165319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503937_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061503937_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503937_Camera_5_instanceIds.png,"(2710, 3384)",9.486796995629531e-05,0.0,0.0,0.0,0.0,0.0,2.322629609274816e-05,3.2495005801121844e-05,0.9998494107281498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061503937_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061503937_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061503937_Camera_6_instanceIds.png,"(2710, 3384)",5.48489527448466e-05,0.0,0.0,0.0,0.0,0.0,2.6388561757958004e-05,2.5407168965306674e-05,0.9998933553165319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504076_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061504076_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504076_Camera_5_instanceIds.png,"(2710, 3384)",6.618949168215086e-05,0.0,0.0,0.0,0.0,0.0,2.529812532167875e-05,2.8460390986888592e-05,0.9998800519920092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504076_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061504076_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504076_Camera_6_instanceIds.png,"(2710, 3384)",5.048720699972957e-05,0.0,0.0,0.0,0.0,0.0,2.0391161358422095e-05,2.453481981628327e-05,0.9999045868118256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504215_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061504215_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504215_Camera_5_instanceIds.png,"(2710, 3384)",6.302722601694102e-05,0.0,0.0,0.0,0.0,0.0,2.431673252902742e-05,2.7369954550609337e-05,0.9998852860869034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504215_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061504215_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504215_Camera_6_instanceIds.png,"(2710, 3384)",6.815227726745352e-05,0.0,0.0,0.0,0.0,0.0,2.355342702363194e-05,2.7806129125121038e-05,0.9998804881665838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504354_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061504354_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504354_Camera_5_instanceIds.png,"(2710, 3384)",6.826132091108146e-05,0.0,0.0,0.0,0.0,0.0,2.9441783779539922e-05,3.129552572121466e-05,0.9998710013695882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504354_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061504354_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504354_Camera_6_instanceIds.png,"(2710, 3384)",5.942878577721948e-05,0.0,0.0,0.0,0.0,0.0,2.529812532167875e-05,2.4643863459911194e-05,0.9998906292254411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504493_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061504493_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504493_Camera_5_instanceIds.png,"(2710, 3384)",6.738897176205804e-05,0.0,0.0,0.0,0.0,0.0,2.7260910906981412e-05,2.5189081678050823e-05,0.9998801610356529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504493_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061504493_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504493_Camera_6_instanceIds.png,"(2710, 3384)",6.150061500615006e-05,0.0,0.0,0.0,0.0,0.0,2.431673252902742e-05,2.8242303699632742e-05,0.9998859403487652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504632_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061504632_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504632_Camera_5_instanceIds.png,"(2710, 3384)",5.7356956548288885e-05,0.0,0.0,0.0,0.0,0.0,2.257203423098061e-05,2.409864524177157e-05,0.999895972363979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504632_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061504632_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504632_Camera_6_instanceIds.png,"(2710, 3384)",5.3867559952195266e-05,0.0,0.0,0.0,0.0,0.0,2.7697085481493113e-05,2.7915172768748963e-05,0.9998905201817976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504771_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061504771_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504771_Camera_5_instanceIds.png,"(2710, 3384)",4.7433984978147654e-05,0.0,0.0,0.0,0.0,0.0,2.5189081678050823e-05,2.6824736332469708e-05,0.999883650432249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6901764762328473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504771_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061504771_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504771_Camera_6_instanceIds.png,"(2710, 3384)",5.8665480271823994e-05,0.0,0.0,0.0,0.0,0.0,2.279012151823646e-05,2.3117252449120235e-05,0.9998954271457609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504910_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061504910_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504910_Camera_5_instanceIds.png,"(2710, 3384)",4.776111590903143e-05,0.0,0.0,0.0,0.0,0.0,2.322629609274816e-05,2.257203423098061e-05,0.9998912834873029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5157066464281663e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061504910_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061504910_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061504910_Camera_6_instanceIds.png,"(2710, 3384)",6.226392051154554e-05,0.0,0.0,0.0,0.0,0.0,2.7369954550609337e-05,2.97689147104237e-05,0.9998805972102274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505049_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061505049_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505049_Camera_5_instanceIds.png,"(2710, 3384)",6.270009508605724e-05,0.0,0.0,0.0,0.0,0.0,2.5843343539818378e-05,2.8024216412376888e-05,0.9998834323449618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505049_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061505049_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505049_Camera_6_instanceIds.png,"(2710, 3384)",4.7870159552659354e-05,0.0,0.0,0.0,0.0,0.0,2.529812532167875e-05,2.627951811433008e-05,0.9999005521970113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505188_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061505188_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505188_Camera_5_instanceIds.png,"(2710, 3384)",5.157764343600883e-05,0.0,0.0,0.0,0.0,0.0,2.7806129125121038e-05,3.216787487023806e-05,0.9998581342196401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0314132928563327e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505188_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061505188_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505188_Camera_6_instanceIds.png,"(2710, 3384)",5.855643662819607e-05,0.0,0.0,0.0,0.0,0.0,2.4643863459911194e-05,3.151361300847051e-05,0.9998852860869034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505327_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061505327_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505327_Camera_5_instanceIds.png,"(2710, 3384)",3.9146668062425307e-05,0.0,0.0,0.0,0.0,0.0,2.431673252902742e-05,2.8678478274144443e-05,0.999885722261478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2135859656468905e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505327_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061505327_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505327_Camera_6_instanceIds.png,"(2710, 3384)",4.863346505805484e-05,0.0,0.0,0.0,0.0,0.0,2.7588041837865187e-05,2.3880557954515715e-05,0.9998998979351496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505466_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061505466_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505466_Camera_5_instanceIds.png,"(2710, 3384)",4.9396770563450314e-05,0.0,0.0,0.0,0.0,0.0,2.6715692688841783e-05,2.55162126089346e-05,0.9998665305801994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1840743939354286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505466_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061505466_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505466_Camera_6_instanceIds.png,"(2710, 3384)",5.0160076068845797e-05,0.0,0.0,0.0,0.0,0.0,2.333533973637609e-05,2.4207688885399493e-05,0.9999022968953094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505605_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061505605_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505605_Camera_5_instanceIds.png,"(2710, 3384)",4.5689286680100844e-05,0.0,0.0,0.0,0.0,0.0,3.0096045641307477e-05,3.4457791386424504e-05,0.9998668577111303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2899165161864385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505605_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061505605_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505605_Camera_6_instanceIds.png,"(2710, 3384)",5.48489527448466e-05,0.0,0.0,0.0,0.0,0.0,2.398960159814364e-05,2.8024216412376888e-05,0.9998931372292447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061505744_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061505744_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061505744_Camera_5_instanceIds.png,"(2710, 3384)",5.430373452670697e-05,0.0,0.0,0.0,0.0,0.0,2.5080038034422898e-05,2.3444383380004014e-05,0.9998653311001195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1840743939354286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
